    E              f1 
   keV           e atom-1
5.057639E-03  -3.20849E-01
5.077971E-03  -1.28029E+00
5.108469E-03  -4.07656E-01
5.184715E-03  3.19503E-01
1.069000E-02  4.49043E+00
1.113003E-02  4.41607E+00
1.130038E-02  4.38482E+00
1.134581E-02  4.37198E+00
1.141396E-02  4.36769E+00
1.142761E-02  4.36646E+00
1.158431E-02  4.34801E+00
1.221612E-02  4.26861E+00
1.305903E-02  4.17557E+00
1.396010E-02  4.09293E+00
1.492335E-02  4.02013E+00
1.595306E-02  3.95663E+00
1.705382E-02  3.89925E+00
1.823053E-02  3.84744E+00
1.948844E-02  3.79998E+00
2.083314E-02  3.75582E+00
2.227063E-02  3.71414E+00
2.380730E-02  3.67429E+00
2.545001E-02  3.63561E+00
2.720606E-02  3.59745E+00
2.908327E-02  3.55913E+00
3.109002E-02  3.51987E+00
3.323523E-02  3.47876E+00
3.552846E-02  3.43487E+00
3.797993E-02  3.38651E+00
4.060054E-02  3.33221E+00
4.340198E-02  3.26991E+00
4.639671E-02  3.19712E+00
4.959809E-02  3.11054E+00
5.302035E-02  3.00579E+00
5.667876E-02  2.87721E+00
6.058959E-02  2.71713E+00
6.477028E-02  2.51474E+00
6.923942E-02  2.25390E+00
7.401695E-02  1.90880E+00
7.912411E-02  1.43406E+00
8.458368E-02  7.37405E-01
9.041995E-02  -4.23197E-01
9.665893E-02  -3.28171E+00
9.721600E-02  -3.84572E+00
9.870400E-02  -6.95115E+00
9.910080E-02  -1.04791E+01
9.969600E-02  -7.07666E+00
1.011840E-01  -4.18129E+00
1.033284E-01  -2.67470E+00
1.104581E-01  -4.73104E-01
1.180797E-01  1.02847E+00
1.262272E-01  2.34527E+00
1.349368E-01  3.51620E+00
1.442475E-01  4.39577E+00
1.457260E-01  4.44809E+00
1.479565E-01  4.27331E+00
1.485513E-01  3.83506E+00
1.494435E-01  4.43854E+00
1.516740E-01  5.11882E+00
1.542005E-01  5.58201E+00
1.648404E-01  6.95675E+00
1.762144E-01  8.06341E+00
1.883732E-01  9.00930E+00
2.013709E-01  9.82004E+00
2.152655E-01  1.05105E+01
2.301188E-01  1.10929E+01
2.459970E-01  1.15791E+01
2.629708E-01  1.19807E+01
2.811158E-01  1.23087E+01
3.005128E-01  1.25735E+01
3.212482E-01  1.27839E+01
3.434143E-01  1.29483E+01
3.671099E-01  1.30739E+01
3.924405E-01  1.31670E+01
4.195189E-01  1.32331E+01
4.484657E-01  1.32758E+01
4.794098E-01  1.32987E+01
5.124891E-01  1.33048E+01
5.478508E-01  1.32972E+01
5.856525E-01  1.32781E+01
6.260625E-01  1.32495E+01
6.692609E-01  1.32130E+01
7.154399E-01  1.31695E+01
7.648052E-01  1.31201E+01
8.175768E-01  1.30654E+01
8.739896E-01  1.30058E+01
9.342948E-01  1.29418E+01
9.987612E-01  1.28743E+01
1.067676E+00  1.27932E+01
1.141345E+00  1.26978E+01
1.220098E+00  1.25861E+01
1.304285E+00  1.24527E+01
1.394281E+00  1.22868E+01
1.490486E+00  1.20669E+01
1.593329E+00  1.17442E+01
1.703269E+00  1.11665E+01
1.802122E+00  9.77316E+00
1.820795E+00  8.96867E+00
1.829705E+00  8.18207E+00
1.837061E+00  6.28036E+00
1.848094E+00  8.18045E+00
1.875678E+00  9.90765E+00
1.946430E+00  1.13530E+01
2.080733E+00  1.25086E+01
2.224304E+00  1.31320E+01
2.377781E+00  1.35165E+01
2.541848E+00  1.37720E+01
2.717235E+00  1.39567E+01
2.904724E+00  1.40941E+01
3.105150E+00  1.41991E+01
3.319406E+00  1.42699E+01
3.548445E+00  1.43185E+01
3.793288E+00  1.43972E+01
4.055024E+00  1.44122E+01
4.334821E+00  1.44148E+01
4.633924E+00  1.44092E+01
4.953664E+00  1.43980E+01
5.295467E+00  1.43830E+01
5.660855E+00  1.43657E+01
6.051453E+00  1.43470E+01
6.469004E+00  1.43275E+01
6.915365E+00  1.43080E+01
7.392525E+00  1.42890E+01
7.902609E+00  1.42709E+01
8.447890E+00  1.42537E+01
9.030794E+00  1.42373E+01
9.653919E+00  1.42193E+01
1.032004E+01  1.42018E+01
1.103212E+01  1.41850E+01
1.179334E+01  1.41691E+01
1.260708E+01  1.41542E+01
1.347697E+01  1.41404E+01
1.440688E+01  1.41275E+01
1.540095E+01  1.41156E+01
1.646362E+01  1.41047E+01
1.759961E+01  1.40947E+01
1.881398E+01  1.40856E+01
2.011215E+01  1.40772E+01
2.149988E+01  1.40696E+01
2.298338E+01  1.40628E+01
2.456923E+01  1.40566E+01
2.626450E+01  1.40511E+01
2.807676E+01  1.40462E+01
3.001405E+01  1.40415E+01
3.208502E+01  1.40372E+01
3.429889E+01  1.40333E+01
3.666551E+01  1.40298E+01
3.919543E+01  1.40267E+01
4.189992E+01  1.40239E+01
4.479101E+01  1.40213E+01
4.788159E+01  1.40191E+01
5.118542E+01  1.40170E+01
5.471721E+01  1.40151E+01
5.849270E+01  1.40135E+01
6.252870E+01  1.40120E+01
6.684318E+01  1.40107E+01
7.145536E+01  1.40095E+01
7.638578E+01  1.40084E+01
8.165640E+01  1.40075E+01
8.729069E+01  1.40066E+01
9.331374E+01  1.40059E+01
9.975239E+01  1.40052E+01
1.066353E+02  1.40046E+01
1.139931E+02  1.40041E+01
1.218587E+02  1.40036E+01
1.302669E+02  1.40032E+01
1.392553E+02  1.40029E+01
1.488640E+02  1.40025E+01
1.591356E+02  1.40022E+01
1.701159E+02  1.40020E+01
1.818539E+02  1.40017E+01
1.944018E+02  1.40015E+01
2.078156E+02  1.40014E+01
2.221548E+02  1.40012E+01
2.374835E+02  1.40011E+01
2.538699E+02  1.40009E+01
2.713869E+02  1.40008E+01
2.901126E+02  1.40007E+01
3.101304E+02  1.40006E+01
3.315294E+02  1.40006E+01
3.544049E+02  1.40005E+01
3.788588E+02  1.40004E+01
4.050001E+02  1.40004E+01
4.329451E+02  1.40003E+01
