  E              f1 
   keV           e atom-1
2.5415938E+00  2.9137E+01
2.5543017E+00  2.8928E+01
2.5670732E+00  2.8721E+01
2.5799086E+00  2.8515E+01
2.5928082E+00  2.8311E+01
2.6057722E+00  2.8108E+01
2.6188011E+00  2.7907E+01
2.6318951E+00  2.7708E+01
2.6429266E+00  2.7541E+01
2.6450545E+00  2.7510E+01
2.6478735E+00  3.2133E+01
2.6582798E+00  3.1952E+01
2.6715712E+00  3.1724E+01
2.6849291E+00  3.1497E+01
2.6983537E+00  3.1272E+01
2.7118455E+00  3.1049E+01
2.7254047E+00  3.0827E+01
2.7390317E+00  3.0607E+01
2.7527269E+00  3.0389E+01
2.7664905E+00  3.0167E+01
2.7803230E+00  2.9949E+01
2.7942246E+00  2.9741E+01
2.8081957E+00  2.9537E+01
2.8222367E+00  2.9334E+01
2.8363479E+00  2.9134E+01
2.8505296E+00  2.8936E+01
2.8647823E+00  2.8740E+01
2.8791062E+00  2.8541E+01
2.8935017E+00  2.8344E+01
2.9079692E+00  2.8148E+01
2.9225091E+00  2.7954E+01
2.9371216E+00  2.7761E+01
2.9518072E+00  2.7571E+01
2.9665662E+00  2.7381E+01
2.9813991E+00  2.7193E+01
2.9963061E+00  2.7007E+01
3.0112876E+00  2.6803E+01
3.0221418E+00  2.6653E+01
3.0263440E+00  2.6595E+01
3.0308581E+00  2.8305E+01
3.0414758E+00  2.8149E+01
3.0566831E+00  2.7929E+01
3.0719666E+00  2.7711E+01
3.0873264E+00  2.7494E+01
3.1027630E+00  2.7279E+01
3.1182768E+00  2.7065E+01
3.1338682E+00  2.6853E+01
3.1495376E+00  2.6642E+01
3.1652853E+00  2.6433E+01
3.1811117E+00  2.6228E+01
3.1970172E+00  2.6029E+01
3.2130023E+00  2.5831E+01
3.2290673E+00  2.5636E+01
3.2452127E+00  2.5442E+01
3.2614387E+00  2.5250E+01
3.2777459E+00  2.5060E+01
3.2891773E+00  2.4928E+01
3.2941347E+00  2.4871E+01
3.3028227E+00  2.5873E+01
3.3106053E+00  2.5784E+01
3.3271584E+00  2.5597E+01
3.3437941E+00  2.5411E+01
3.3605131E+00  2.5227E+01
3.3773157E+00  2.5045E+01
3.3942023E+00  2.4865E+01
3.4111733E+00  2.4686E+01
3.4282291E+00  2.4509E+01
3.4453703E+00  2.4332E+01
3.4625971E+00  2.4155E+01
3.4799101E+00  2.3981E+01
3.4973097E+00  2.3807E+01
3.5147962E+00  2.3636E+01
3.5323702E+00  2.3466E+01
3.5500321E+00  2.3297E+01
3.5677822E+00  2.3130E+01
3.5856211E+00  2.2965E+01
3.6035492E+00  2.2801E+01
3.6215670E+00  2.2638E+01
3.6396748E+00  2.2477E+01
3.6578732E+00  2.2318E+01
3.6761626E+00  2.2159E+01
3.6945434E+00  2.2002E+01
3.7130161E+00  2.1847E+01
3.7315812E+00  2.1693E+01
3.7502391E+00  2.1540E+01
3.7689903E+00  2.1388E+01
3.7878352E+00  2.1238E+01
3.8067744E+00  2.1089E+01
3.8258083E+00  2.0941E+01
3.8449373E+00  2.0795E+01
3.8641620E+00  2.0649E+01
3.8834828E+00  2.0505E+01
3.9029002E+00  2.0362E+01
3.9224147E+00  2.0221E+01
3.9420268E+00  2.0079E+01
3.9617369E+00  1.9936E+01
3.9815456E+00  1.9795E+01
4.0014533E+00  1.9655E+01
4.0214606E+00  1.9516E+01
4.0415679E+00  1.9378E+01
4.0617757E+00  1.9241E+01
4.0820846E+00  1.9105E+01
4.1024950E+00  1.8970E+01
4.1230075E+00  1.8836E+01
4.1436226E+00  1.8704E+01
4.1643407E+00  1.8572E+01
4.1851624E+00  1.8441E+01
4.2060882E+00  1.8312E+01
4.2271186E+00  1.8183E+01
4.2482542E+00  1.8053E+01
4.2694955E+00  1.7919E+01
4.2908430E+00  1.7785E+01
4.3122972E+00  1.7651E+01
4.3338587E+00  1.7519E+01
4.3555280E+00  1.7388E+01
4.3773056E+00  1.7258E+01
4.3991921E+00  1.7129E+01
4.4211881E+00  1.6997E+01
4.4432940E+00  1.6866E+01
4.4655105E+00  1.6735E+01
4.4878381E+00  1.6606E+01
4.5102772E+00  1.6477E+01
4.5328286E+00  1.6350E+01
4.5554928E+00  1.6224E+01
4.5782702E+00  1.6099E+01
4.6011616E+00  1.5975E+01
4.6241674E+00  1.5853E+01
4.6472882E+00  1.5731E+01
4.6705247E+00  1.5610E+01
4.6938773E+00  1.5491E+01
4.7173467E+00  1.5373E+01
4.7409334E+00  1.5255E+01
4.7646381E+00  1.5139E+01
4.7884613E+00  1.5023E+01
4.8124036E+00  1.4909E+01
4.8364656E+00  1.4796E+01
4.8606479E+00  1.4684E+01
4.8849512E+00  1.4572E+01
4.9093759E+00  1.4462E+01
4.9339228E+00  1.4353E+01
4.9585924E+00  1.4244E+01
4.9833854E+00  1.4137E+01
5.0083023E+00  1.4030E+01
5.0333438E+00  1.3925E+01
5.0585105E+00  1.3820E+01
5.0838031E+00  1.3716E+01
5.1092221E+00  1.3614E+01
5.1347682E+00  1.3512E+01
5.1604421E+00  1.3411E+01
5.1862443E+00  1.3311E+01
5.2121755E+00  1.3211E+01
5.2382364E+00  1.3113E+01
5.2644276E+00  1.3016E+01
5.2907497E+00  1.2919E+01
5.3172034E+00  1.2819E+01
5.3437895E+00  1.2720E+01
5.3705084E+00  1.2622E+01
5.3973609E+00  1.2525E+01
5.4243477E+00  1.2429E+01
5.4514695E+00  1.2334E+01
5.4787268E+00  1.2239E+01
5.5061205E+00  1.2145E+01
5.5336511E+00  1.2053E+01
5.5613193E+00  1.1960E+01
5.5891259E+00  1.1869E+01
5.6170716E+00  1.1779E+01
5.6451569E+00  1.1689E+01
5.6733827E+00  1.1600E+01
5.7017496E+00  1.1512E+01
5.7302584E+00  1.1425E+01
5.7589096E+00  1.1339E+01
5.7877042E+00  1.1253E+01
5.8166427E+00  1.1168E+01
5.8457259E+00  1.1084E+01
5.8749546E+00  1.1000E+01
5.9043293E+00  1.0917E+01
5.9338510E+00  1.0834E+01
5.9635202E+00  1.0752E+01
5.9933378E+00  1.0670E+01
6.0233045E+00  1.0590E+01
6.0534210E+00  1.0510E+01
6.0836882E+00  1.0429E+01
6.1141066E+00  1.0349E+01
6.1446771E+00  1.0270E+01
6.1754005E+00  1.0191E+01
6.2062775E+00  1.0113E+01
6.2373089E+00  1.0036E+01
6.2684954E+00  9.9587E+00
6.2998379E+00  9.8823E+00
6.3313371E+00  9.8066E+00
6.3629938E+00  9.7316E+00
6.3948088E+00  9.6573E+00
6.4267828E+00  9.5836E+00
6.4589167E+00  9.5105E+00
6.4912113E+00  9.4381E+00
6.5236674E+00  9.3664E+00
6.5562857E+00  9.2952E+00
6.5890671E+00  9.2247E+00
6.6220125E+00  9.1543E+00
6.6551225E+00  9.0845E+00
6.6883981E+00  9.0153E+00
6.7218401E+00  8.9467E+00
6.7554493E+00  8.8786E+00
