    E              f2 
3.924405E-01  2.4855E+00
4.195189E-01  2.3296E+00
4.484657E-01  2.1795E+00
4.794098E-01  2.0360E+00
5.124891E-01  1.8997E+00
5.478508E-01  1.7709E+00
5.630100E-01  1.7204E+00
5.720260E-01  1.6915E+00
5.739255E-01  1.6856E+00
5.773725E-01  1.1688E+01
5.807815E-01  1.1587E+01
5.831163E-01  1.1518E+01
5.856525E-01  1.6406E+01
5.859900E-01  1.6392E+01
5.866185E-01  1.6365E+01
5.953740E-01  1.6009E+01
6.260625E-01  1.4855E+01
6.692609E-01  1.3462E+01
6.807080E-01  1.3133E+01
6.911270E-01  1.2846E+01
6.939054E-01  1.2771E+01
6.980730E-01  1.4371E+01
7.084920E-01  1.4093E+01
7.154399E-01  1.3914E+01
7.648052E-01  1.2748E+01
8.175768E-01  1.1672E+01
8.739896E-01  1.0670E+01
9.342948E-01  9.7452E+00
9.987612E-01  8.8912E+00
1.067676E+00  8.0226E+00
1.141345E+00  7.2353E+00
1.220098E+00  6.5161E+00
1.304285E+00  5.8615E+00
1.394281E+00  5.2721E+00
1.490486E+00  4.7405E+00
1.593329E+00  4.2630E+00
1.703269E+00  3.8344E+00
1.820795E+00  3.4502E+00
1.946430E+00  3.1057E+00
2.080733E+00  2.7971E+00
2.224304E+00  2.5207E+00
2.377781E+00  2.2658E+00
2.541848E+00  2.0299E+00
2.717235E+00  1.8208E+00
2.904724E+00  1.6307E+00
3.105150E+00  1.4474E+00
3.319406E+00  1.2756E+00
3.548445E+00  1.1254E+00
3.793288E+00  9.9380E-01
4.055024E+00  8.7851E-01
4.334821E+00  7.7738E-01
4.633924E+00  6.8860E-01
4.953664E+00  6.1057E-01
5.295467E+00  5.4194E-01
5.660855E+00  4.8151E-01
5.869416E+00  4.5180E-01
5.959254E+00  4.3991E-01
5.983211E+00  4.3683E-01
6.019146E+00  3.9165E+00
6.051453E+00  3.8773E+00
6.108984E+00  3.8091E+00
6.469004E+00  3.4413E+00
6.915365E+00  3.0935E+00
7.392525E+00  2.7898E+00
7.902609E+00  2.5128E+00
8.447890E+00  2.2524E+00
9.030794E+00  2.0153E+00
9.653919E+00  1.7961E+00
1.032004E+01  1.6008E+00
1.103212E+01  1.4269E+00
1.179334E+01  1.2717E+00
1.260708E+01  1.1261E+00
1.347697E+01  9.9494E-01
1.440688E+01  8.7882E-01
1.540095E+01  7.7631E-01
1.646362E+01  6.8580E-01
1.759961E+01  6.0588E-01
1.881398E+01  5.3531E-01
2.011215E+01  4.7298E-01
2.149988E+01  4.1793E-01
2.298338E+01  3.6931E-01
2.456923E+01  3.2636E-01
2.626450E+01  2.8815E-01
2.807676E+01  2.5208E-01
3.001405E+01  2.2018E-01
3.208502E+01  1.9232E-01
3.429889E+01  1.6799E-01
3.666551E+01  1.4673E-01
3.919543E+01  1.2816E-01
4.189992E+01  1.1195E-01
4.479101E+01  9.7787E-02
4.788159E+01  8.5421E-02
5.118542E+01  7.4621E-02
5.471721E+01  6.5188E-02
5.849270E+01  5.6949E-02
6.252870E+01  4.9753E-02
6.684318E+01  4.3467E-02
7.145536E+01  3.7976E-02
7.638578E+01  3.3179E-02
8.165640E+01  2.8939E-02
8.729069E+01  2.5144E-02
9.331374E+01  2.1847E-02
9.975239E+01  1.8983E-02
1.066353E+02  1.6494E-02
1.139931E+02  1.4332E-02
1.218587E+02  1.2453E-02
1.302669E+02  1.0821E-02
1.392553E+02  9.4030E-03
1.488640E+02  8.1708E-03
1.591356E+02  7.1002E-03
1.701159E+02  6.1699E-03
1.818539E+02  5.3615E-03
1.944018E+02  4.6591E-03
2.078156E+02  4.0488E-03
2.221548E+02  3.5185E-03
2.374835E+02  3.0576E-03
2.538699E+02  2.6571E-03
2.713869E+02  2.3091E-03
2.901126E+02  2.0067E-03
3.101304E+02  1.7439E-03
3.315294E+02  1.5156E-03
3.544049E+02  1.3171E-03
3.788588E+02  1.1447E-03
4.050001E+02  9.9480E-04
4.329451E+02  8.6456E-04
