  E              f1 
   keV           e atom-1
6.002872E-03  3.45968E+00
6.094753E-03  2.90784E+00
6.119254E-03  2.30428E+00
6.156007E-03  2.88178E+00
6.247887E-03  3.34662E+00
7.291108E-03  3.09785E+00
7.402706E-03  2.65794E+00
7.432466E-03  2.16631E+00
7.477105E-03  2.64967E+00
7.588704E-03  3.04264E+00
1.069000E-02  2.24208E+00
1.142761E-02  1.99002E+00
1.221612E-02  1.81942E+00
1.305903E-02  1.77552E+00
1.396010E-02  1.90630E+00
1.492335E-02  2.25771E+00
1.595306E-02  2.86702E+00
1.705382E-02  3.75549E+00
1.823053E-02  4.92172E+00
1.948844E-02  6.40179E+00
2.083314E-02  8.01344E+00
2.227063E-02  9.74487E+00
2.380730E-02  1.15501E+01
2.545001E-02  1.32561E+01
2.720606E-02  1.48194E+01
2.908327E-02  1.61720E+01
3.109002E-02  1.72718E+01
3.323523E-02  1.80957E+01
3.552846E-02  1.86414E+01
3.797993E-02  1.89220E+01
4.060054E-02  1.89530E+01
4.340198E-02  1.87355E+01
4.639671E-02  1.82131E+01
4.959809E-02  1.70219E+01
5.066600E-02  1.61027E+01
5.144150E-02  1.42792E+01
5.164830E-02  1.21130E+01
5.195850E-02  1.43873E+01
5.273400E-02  1.63401E+01
5.302035E-02  1.66791E+01
5.667876E-02  1.82365E+01
6.058959E-02  1.83622E+01
6.399400E-02  1.76527E+01
6.477028E-02  1.70874E+01
6.497350E-02  1.67849E+01
6.523470E-02  1.57840E+01
6.562650E-02  1.67772E+01
6.660600E-02  1.76018E+01
6.923942E-02  1.80672E+01
6.967800E-02  1.80661E+01
7.074450E-02  1.78893E+01
7.102890E-02  1.75907E+01
7.145550E-02  1.79428E+01
7.252200E-02  1.82507E+01
7.281400E-02  1.82857E+01
7.392850E-02  1.82725E+01
7.401695E-02  1.82476E+01
7.422570E-02  1.80963E+01
7.467150E-02  1.83595E+01
7.578600E-02  1.86350E+01
7.912411E-02  1.89032E+01
8.458368E-02  1.88750E+01
9.041995E-02  1.85797E+01
9.665893E-02  1.81081E+01
9.966600E-02  1.78325E+01
1.011915E-01  1.76603E+01
1.015983E-01  1.75791E+01
1.022085E-01  1.75688E+01
1.033284E-01  1.74993E+01
1.037340E-01  1.74683E+01
1.104581E-01  1.68687E+01
1.180797E-01  1.61244E+01
1.262272E-01  1.53098E+01
1.349368E-01  1.44497E+01
1.442475E-01  1.35764E+01
1.542005E-01  1.27388E+01
1.648404E-01  1.20002E+01
1.762144E-01  1.14223E+01
1.883732E-01  1.10854E+01
2.013709E-01  1.10666E+01
2.152655E-01  1.14312E+01
2.301188E-01  1.21856E+01
2.459970E-01  1.33649E+01
2.629708E-01  1.49325E+01
2.811158E-01  1.68186E+01
3.005128E-01  1.88722E+01
3.070340E-01  1.94815E+01
3.117335E-01  1.97467E+01
3.129867E-01  1.95919E+01
3.148665E-01  2.00670E+01
3.195660E-01  2.07951E+01
3.212482E-01  2.10057E+01
3.241840E-01  2.13431E+01
3.291460E-01  2.17758E+01
3.304692E-01  2.17179E+01
3.324540E-01  2.21665E+01
3.374160E-01  2.29359E+01
3.434143E-01  2.37157E+01
3.671099E-01  2.64497E+01
3.924405E-01  2.90098E+01
4.195189E-01  3.13791E+01
4.484657E-01  3.35086E+01
4.794098E-01  3.53128E+01
5.0000000E-01  3.73774E+01
5.0250000E-01  3.74426E+01
5.0501250E-01  3.74938E+01
5.0753756E-01  3.75258E+01
5.1007525E-01  3.75295E+01
5.1262563E-01  3.74861E+01
5.1518875E-01  3.73474E+01
5.1776470E-01  3.68834E+01
5.1833567E-01  3.65845E+01
5.1966431E-01  3.66506E+01
5.2035352E-01  3.70606E+01
5.2295529E-01  3.77556E+01
5.2557007E-01  3.81518E+01
5.2819792E-01  3.84568E+01
5.3083891E-01  3.87166E+01
5.3349310E-01  3.89489E+01
5.3616057E-01  3.91625E+01
5.3884137E-01  3.93625E+01
5.4153558E-01  3.95520E+01
5.4424325E-01  3.97330E+01
5.4696447E-01  3.99071E+01
5.4969929E-01  4.00751E+01
5.5244779E-01  4.02380E+01
5.5521003E-01  4.03962E+01
